,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
20,0.0010035514831542968,0.0020071029663085932,0.007570695877075195,0.0012852322619835877,entropy,6,"{'criterion': 'entropy', 'max_depth': 6}",0.7073170731707317,0.8048780487804879,0.7317073170731707,0.7398373983739838,0.6967213114754098,0.7360922297747567,0.03779635296915929,6
21,0.0040265083312988285,0.0020133427102201197,0.0024322032928466796,0.0030450785738730243,entropy,7,"{'criterion': 'entropy', 'max_depth': 7}",0.7235772357723578,0.8130081300813008,0.7073170731707317,0.7479674796747967,0.6967213114754098,0.7377182460349194,0.04142115777223798,5
22,0.008817625045776368,0.001988208960604123,0.0,0.0,entropy,8,"{'criterion': 'entropy', 'max_depth': 8}",0.7235772357723578,0.8130081300813008,0.6829268292682927,0.7479674796747967,0.6557377049180327,0.7246434759429562,0.05448255135268807,16
23,0.003198099136352539,0.003916857873006764,0.006006050109863281,0.003274941386684683,entropy,9,"{'criterion': 'entropy', 'max_depth': 9}",0.7398373983739838,0.8130081300813008,0.6747967479674797,0.7398373983739838,0.6475409836065574,0.723004131680661,0.05776863513181424,18
24,0.007400321960449219,0.001541484834092379,0.001004934310913086,0.002009868621826172,entropy,10,"{'criterion': 'entropy', 'max_depth': 10}",0.7235772357723578,0.8292682926829268,0.6991869918699187,0.7479674796747967,0.6475409836065574,0.7295081967213115,0.059943302646159186,10
25,0.013982915878295898,0.004320193854108646,0.003618001937866211,0.0031445090733959154,entropy,11,"{'criterion': 'entropy', 'max_depth': 11}",0.7398373983739838,0.7967479674796748,0.6829268292682927,0.7073170731707317,0.6311475409836066,0.711595361855258,0.055426743128399396,30
26,0.013390398025512696,0.0041460185199430856,0.004674530029296875,0.0025881818850165884,entropy,12,"{'criterion': 'entropy', 'max_depth': 12}",0.7479674796747967,0.8048780487804879,0.6504065040650406,0.7073170731707317,0.639344262295082,0.7099826735972277,0.061634711448947284,31
27,0.016548013687133788,0.008389428812541537,0.0039035797119140623,0.003645134894728363,entropy,15,"{'criterion': 'entropy', 'max_depth': 15}",0.6991869918699187,0.8130081300813008,0.6422764227642277,0.6991869918699187,0.639344262295082,0.6986005597760896,0.06288640099358818,36
28,0.012924098968505859,0.0042528235287245,0.00420074462890625,0.0035973654632299678,entropy,20,"{'criterion': 'entropy', 'max_depth': 20}",0.7317073170731707,0.7967479674796748,0.6991869918699187,0.7073170731707317,0.6639344262295082,0.7197787551646007,0.04419152303671121,22
29,0.0145965576171875,0.0033174325507315046,0.006650352478027343,0.0033581216786380636,entropy,30,"{'criterion': 'entropy', 'max_depth': 30}",0.7479674796747967,0.8130081300813008,0.6991869918699187,0.7073170731707317,0.6639344262295082,0.7262828202052513,0.050936646011524235,14
30,0.010500001907348632,0.0010668553154979882,0.0030205249786376953,0.0024663062103035425,entropy,40,"{'criterion': 'entropy', 'max_depth': 40}",0.7317073170731707,0.8048780487804879,0.6504065040650406,0.6829268292682927,0.6639344262295082,0.7067706250833,0.05626239572070774,34
31,0.00863633155822754,0.0008407898796071532,0.001016521453857422,0.002033042907714844,entropy,50,"{'criterion': 'entropy', 'max_depth': 50}",0.6991869918699187,0.8048780487804879,0.6910569105691057,0.7073170731707317,0.639344262295082,0.7083566573370652,0.05378389055071967,32
32,0.013703155517578124,0.0035360777309101266,0.004315948486328125,0.0038029179818730484,entropy,70,"{'criterion': 'entropy', 'max_depth': 70}",0.7479674796747967,0.7967479674796748,0.6991869918699187,0.6910569105691057,0.6557377049180327,0.7181394109023057,0.04910325401660974,23
33,0.01343231201171875,0.0030539842039227676,0.0059639930725097655,0.003322008029462141,entropy,90,"{'criterion': 'entropy', 'max_depth': 90}",0.7235772357723578,0.8130081300813008,0.6585365853658537,0.6829268292682927,0.6475409836065574,0.7051179528188725,0.05993064761669302,35
34,0.014580297470092773,0.002260675640485249,0.0054264068603515625,0.0032107461751019668,entropy,120,"{'criterion': 'entropy', 'max_depth': 120}",0.7154471544715447,0.8048780487804879,0.7073170731707317,0.6910569105691057,0.6475409836065574,0.7132480341196854,0.05147025250843577,29
35,0.010688257217407227,0.002746773808294151,0.009290266036987304,0.0008976077632709703,entropy,150,"{'criterion': 'entropy', 'max_depth': 150}",0.7317073170731707,0.8211382113821138,0.6829268292682927,0.6991869918699187,0.639344262295082,0.7148607223777156,0.06090465913619418,27
