,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
52,0.06871886253356933,0.012051238585211834,0.02460060119628906,0.0072277157097229,300,0.2,0.001,rbf,"{'C': 300, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'rbf'}",0.13903752082331966,0.056236914879641,0.13618345769268025,0.05023177187115002,0.03380136217832497,0.08309820548902318,0.045120197592552744,22
53,0.05432238578796387,0.003894134900005124,0.019601106643676758,0.005534253108735792,300,0.2,0.0001,rbf,"{'C': 300, 'epsilon': 0.2, 'gamma': 0.0001, 'kernel': 'rbf'}",0.07893884612439783,0.0552956411546337,0.09032116583632155,0.03463722708628658,-0.0017989991703943886,0.051478776206249056,0.0328618753450328,56
54,0.08915777206420898,0.014960094668922709,0.024796819686889647,0.0021368309682004275,300,0.1,1,rbf,"{'C': 300, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.11616055980010975,-0.02413154281349117,0.07973051587089186,0.13979978749708155,0.09905952890730296,0.08212376985237899,0.05668820891579863,26
55,0.14039931297302247,0.030637129092110943,0.04979896545410156,0.029206042828310772,300,0.1,0.1,rbf,"{'C': 300, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.11483041696907614,0.022787445190003086,-0.013122217417003146,-0.10592114066649727,0.0611542419695954,-0.029986417578595614,0.06977204033779802,88
56,0.12833166122436523,0.01452679313141751,0.029799747467041015,0.00865761432871698,300,0.1,0.2,rbf,"{'C': 300, 'epsilon': 0.1, 'gamma': 0.2, 'kernel': 'rbf'}",-0.041222458992464794,-0.02826671493804178,-0.005660262609487043,0.11276979644368168,0.04581069421701023,0.01668621082413966,0.05648687530362775,72
57,0.10520825386047364,0.008509813656030926,0.018999624252319335,0.001999546872263421,300,0.1,0.01,rbf,"{'C': 300, 'epsilon': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.15755690301834624,0.03963373476441312,0.12682257580851442,0.012155181558075157,0.007357845052126333,0.06870524804029506,0.06177184979574973,36
58,0.05439848899841308,0.011927950587288953,0.016400909423828124,0.0026540134668011335,300,0.1,0.001,rbf,"{'C': 300, 'epsilon': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.13900049822219873,0.05580274763918247,0.13433813481248502,0.04989086687255928,0.03202690439711042,0.08221183038870719,0.04517237106517313,25
59,0.0591033935546875,0.011290211743163154,0.021799230575561525,0.004070467002876796,300,0.1,0.0001,rbf,"{'C': 300, 'epsilon': 0.1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.07685454988764817,0.05588799779386355,0.08937915319514278,0.033189790838383804,-0.002954139838232006,0.05047147037536126,0.03283950581402025,57
60,0.0797701358795166,0.012981561271590468,0.02172064781188965,0.002639717625387342,500,0.2,1,rbf,"{'C': 500, 'epsilon': 0.2, 'gamma': 1, 'kernel': 'rbf'}",0.09862105982656122,-0.03395175505143455,0.06467142898433564,0.10051104528406518,0.09145878064986745,0.06426211193867899,0.05075492580473776,45
61,0.13772082328796387,0.03689415447123174,0.03099846839904785,0.004733972552329895,500,0.2,0.1,rbf,"{'C': 500, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'rbf'}",-0.13439669920994723,-0.01093448903060601,-0.003936845901512553,-0.10685086643589936,0.05137237122334759,-0.04094930587092351,0.069093464945972,89
