,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
70,0.7253338495890299,0.1469820550428466,0.0026673475901285806,0.0037721991375230307,relu,0.05,"(100,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.7024390243902439,0.7463414634146341,0.6764705882352942,0.708417025346724,0.028836171395875767,10
71,0.44267018636067706,0.06276397017166967,0.005331516265869141,0.003769951350836523,relu,0.05,"(100,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.05, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.7073170731707317,0.751219512195122,0.7352941176470589,0.7312769010043042,0.01814680064067669,2
72,1.7546712557474773,0.02099750796834391,0.005330959955851237,0.003769558147387349,logistic,0.0001,"(50, 50, 50)",constant,lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'constant', 'solver': 'lbfgs'}",0.6634146341463415,0.751219512195122,0.6176470588235294,0.6774270683883309,0.05542358890079279,61
73,0.3413337866465251,0.013598909173079871,0.005335648854573567,0.0037728738085145807,logistic,0.0001,"(50, 50, 50)",constant,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'constant', 'solver': 'sgd'}",0.6634146341463415,0.6682926829268293,0.6666666666666666,0.6661246612466125,0.0020279985836173077,75
74,2.0611475308736167,0.1433038427246293,0.007998943328857422,2.0230487285229133e-06,logistic,0.0001,"(50, 50, 50)",constant,adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'constant', 'solver': 'adam'}",0.7560975609756098,0.7414634146341463,0.6666666666666666,0.7214092140921409,0.0391671582984058,5
75,1.677272876103719,0.08631412386399752,0.0053331851959228516,0.00377113151910557,logistic,0.0001,"(50, 50, 50)",adaptive,lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'lbfgs'}",0.7170731707317073,0.7121951219512195,0.6274509803921569,0.6855730910250278,0.04114675887025999,50
76,0.8853382269541422,0.019953252894700933,0.007997353871663412,1.8705689582729055e-06,logistic,0.0001,"(50, 50, 50)",adaptive,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'sgd'}",0.6634146341463415,0.6682926829268293,0.6666666666666666,0.6661246612466125,0.0020279985836173077,75
77,2.1626660029093423,0.03016966949407729,0.0,0.0,logistic,0.0001,"(50, 50, 50)",adaptive,adam,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.7121951219512195,0.7365853658536585,0.6764705882352942,0.708417025346724,0.024686732367691294,10
78,2.5093401273091636,0.09629413852669236,0.005330324172973633,0.003769109154121566,logistic,0.0001,"(50, 100, 50)",constant,lbfgs,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'lbfgs'}",0.6731707317073171,0.7707317073170732,0.6421568627450981,0.6953531005898294,0.05478391358240591,33
79,0.4480001926422119,0.05805798757225916,0.002665360768636068,0.003769389347622304,logistic,0.0001,"(50, 100, 50)",constant,sgd,"{'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 100, 50), 'learning_rate': 'constant', 'solver': 'sgd'}",0.6634146341463415,0.6682926829268293,0.6666666666666666,0.6661246612466125,0.0020279985836173077,75
